Wall time,Step,Value
1766914393.974679,3730,1.7974745035171509
1766914396.377692,3731,1.7978068590164185
1766914398.741632,3732,1.797994613647461
1766914413.0716438,3738,1.7971913814544678
1766914420.209402,3741,1.7946417331695557
1766914424.9973261,3743,1.7925279140472412
1766914446.6328619,3752,1.7928333282470703
1766914456.156231,3756,1.7933430671691895
1766914463.2848482,3759,1.7980338335037231
1766914475.0875342,3764,1.7955517768859863
1766914494.268718,3772,1.7943692207336426
1766914503.839155,3776,1.7944848537445068
1766914508.607861,3778,1.7958240509033203
1766914513.40749,3780,1.794629454612732
1766914544.736159,3793,1.7980821132659912
1766914549.377984,3795,1.79922354221344
1766914556.384393,3798,1.8003743886947632
1766914585.034837,3810,1.7977644205093384
1766914594.518281,3814,1.7980287075042725
